(Ach) bitte!	(Oh) please!		
(Ach) wie furchtbar!	How awful!		
(Ach) wie schrecklich!	How awful!		
(Ach, du) heiliger Bimbam!	Holy Toledo!		
(Ach, du) heiliger Bimbam! [ugs.]	Holy cow! [coll.]		
(Ach, du) heiliger Bimbam! [ugs.]	Holy smoke! [coll.]		
(Ach, du) heiliger Strohsack!	Holy Toledo!		[idiom] 
(Ach, du) heilige Scheiße! [vulg.]	Holy shit! [vulg.]		
(Ach was), echt? [ugs.] [auch ironisch]	No shit! [vulg.] [also ironic]		
(affektiert) tugendhaft	goody-goody [coll.] [pej.]	adj	
(Afrikanische) Bodenagame {f}	(eastern) tropical spiny agama [Agama armata]	noun	[zool.] 
(Afrikanische) Bodenagame {f}	armoured agama [Br.] [Agama armata]	noun	[zool.] 
(Afrikanische) Bodenagame {f}	Peter's ground agama [Agama armata]	noun	[zool.] 
(Afrikanische) Bodenagame {f}	Zambezi spiny agama [Agama armata]	noun	[zool.] 
(Afrikanische) Braune Hausschlange {f}	brown house snake [Boaedon fuliginosus, syn.: Lamprophis fuliginosus]	noun	[zool.] 
(Afrikanische) Gottesanbeterinnen {pl}	(African) mantis [genus Sphodromantis]	noun	[entom.] 
(Afrikanische) Riedfrösche {pl}	African reed frogs [genus Hyperolius]	noun	[zool.] 
(afrikanische) Sklaven {pl}	black ivory {sg} [fig.] [black slaves]	noun	[hist.] 
(Afrikanische) Streifen-Grasmäuse / Streifengrasmäuse {pl}	striped grass mice [genus Lemniscomys]	noun	[zool.] 
(Afrikanische) Streifen-Grasmäuse / Streifengrasmäuse {pl}	zebra mice [genus Lemniscomys]	noun	[zool.] 
(Afrikanische) Teufelskralle {f}	devil's claw [Harpagophytum procumbens]	noun	[bot.] [pharm.] 
(Afrikanische) Teufelskralle {f}	grapple plant [Harpagophytum procumbens]	noun	[bot.] [pharm.] 
(Afrikanische) Teufelskralle {f}	wood spider [Harpagophytum procumbens]	noun	[bot.] [pharm.] 
(Afrikanischer) Aalwels {m}	eel catfish [Channallabes apus]	noun	[fish] 
(Afrikanischer) Hausgecko {m}	Afro-American / Afroamerican house gecko [Hemidactylus mabouia]	noun	[zool.] 
(Afrikanischer) Hausgecko {m}	cosmopolitan house gecko [Hemidactylus mabouia]	noun	[zool.] 
(Afrikanischer) Samtfalter {m}	danaid eggfly [Hypolimnas misippus] [butterfly]	noun	[entom.] 
(Afrikanischer) Samtfalter {m}	diadem [Hypolimnas misippus] [butterfly]	noun	[entom.] 
(Afrikanischer) Samtfalter {m}	mimic [Hypolimnas misippus] [butterfly]	noun	[entom.] 
(Afrikanisches) Purpurhuhn {n}	(African) purple swamphen [Porphyrio porphyrio madagascariensis, syn.: porphyrio madagascariensis]	noun	[orn.] 
(Afrikanisches) Schwarzkehlchen {n}	African stonechat [Saxicola torquatus, syn.: S. torquata]	noun	[orn.] 
(Afrikanisches) Schwarzkehlchen {n}	common stonechat [Saxicola torquatus, syn.: S. torquata]	noun	[orn.] 
(Afrikanisches) Schwarzkehlchen {n}	Ethiopian stonechat [Saxicola torquatus, syn.: S. torquata]	noun	[orn.] 
(aggressives) Unkraut {n}	pest [weed]	noun	[hort.] 
(Ahornblättrige) Platane {f}	European plane [Br.] [Platanus x hispanica Muenchh.]	noun	[bot.] 
(Ahornblättrige) Platane {f}	London plane [Br.] [Platanus x hispanica Muenchh.]	noun	[bot.] 
(Akkord {m} in) Grundstellung {f}	common chord	noun	[mus.] 
(Aktien und) Wertpapiere {pl}	stocks and shares	noun	[fin.] [stocks] 
(aktiv) werben für	to tout	verb	
(aktiv) Werbung machen für	to tout	verb	[advert.] [market.] 
(aktive) Langzeitverbindung {f} [Standverbindung, fest durchgeschaltete Verbindung]	nailed-up connection <NUC>	noun	[tech.] [telecom.] 
(aktuelles) Zeitgeschehen {n}	current events {pl}	noun	
(akustisch) verstehen	to hear	verb	
(akustische) Haarzelle {f}	auditory cell	noun	[audio] 
(akustischer) Dissipationsgrad {m}	(acoustic) dissipation factor	noun	[audio] 
(akute) Rückenmuskelnekrose {f}	(acute) back muscle necrosis	noun	[VetMed.] 
(akuter) Hörsturz {m}	acute hearing loss	noun	[med.] 
(akuter) Myokardinfarkt {m} <AMI / MI>	(acute) myocardial infarction <AMI / MI>	noun	[med.] 
(akutes) Lungenversagen {n}	acute respiratory distress syndrome <ARDS>	noun	[med.] 
(Aleppo-) Kiefernschildlaus {f}	Israeli pine bast scale [Matsucoccus josephi]	noun	[entom.] 
(Alexandrinische) Senna {f}	Congo senna [Senna alexandrina, syn.: Cassia acutifolia, C. alexandrina, C. angustifolia, C. lanceolata, C. senna]	noun	[bot.] 
(Alexandrinische) Senna {f}	Indian senna [Senna alexandrina, syn.: Cassia acutifolia, C. alexandrina, C. angustifolia, C. lanceolata, C. senna]	noun	[bot.] 
(Alexandrinische) Senna {f}	sharp-leaved senna [Senna alexandrina, syn.: Cassia acutifolia, C. alexandrina, C. angustifolia, C. lanceolata, C. senna]	noun	[bot.] 
(Alexandrinische) Senna {f}	Tinnevelly senna [Senna alexandrina, syn.: Cassia acutifolia, C. alexandrina, C. angustifolia, C. lanceolata, C. senna]	noun	[bot.] 
(alkalische) Knochenphosphatase {f} <Knochen-AP>	bone alkaline phosphatase <BAP>	noun	[biochem.] 
(alkoholischer) Muntermacher {m} [ugs.]	eye-opener [Am.] [coll.] [drink]	noun	
(all) sein Denken auf etw. richten	to focus one's thinking on sth.	verb	
(all) seine Hemmungen verlieren	to lose (all) one's inhibitions	verb	
(all) seine Hoffnungen auf etw. setzen	to centre one's hopes on sth. [Br.]	verb	
(all) seine Hoffnungen in jdn./etw. setzen	to pin (all) one's hopes on sb./sth.	verb	[idiom] 
(alle) beieinander sein	to be (all) together	verb	
(alle) durch die Bank [ugs.]	every single one (of them)		
(alle) durch die Bank [ugs.]	the whole lot (of them) [coll.]		
(Alle) Zimmer belegt!	No vacancies! [sign]		[travel] [TrVocab.] 
(alle) zusammen	en masse	adv	
(allein) aufgrund zahlenmäßiger Überlegenheit	by (sheer) force of numbers		
(allein) aufgrund zahlenmäßiger Überlegenheit	by (sheer) weight of numbers		
(allein) beim Gedanken an jdn./etw.	at the (very) thought of sb./sth.	adv	
(allergische) Pflanzendermatitis {f}	phytodermatitis	noun	[med.] 
(allergischer) Herbstkatarrh {m}	autumnal catarrh	noun	[med.] 
(alles) Heer {n} des Himmels [Luther]	(all the) starry hosts {pl} [New International Version]	noun	[bibl.] 
(alles) über einen Kamm scheren	to lump together	verb	[idiom] 
(alles von) etw. aufbieten [Ressourcen, vor allem persönliche Energien wie Mut, Kraft] [fig.]	to call up (all of) sth. [resources, esp. personal energies, e.g. courage, strength] [fig.]	verb	
(allgemein) gültige Definition {f}	valid definition [applicable]	noun	
(allgemeine) Hebammenleistungen {pl}	(general) midwife services	noun	
(allgemeine Form der) Geradengleichung {f}	(general form of the) equation of a straight line	noun	[math.] 
(allgemeine Form der) Kreisgleichung {f}	(general form of the) equation of a circle	noun	[math.] 
(allgemeiner) Kräfteverfall {m}	cachexia	noun	[med.] 
(allgemeines) Besäufnis {n} [ugs.]	binge [coll.] [drinking spree]	noun	
(allgemeines) Währungssymbol {n} <¤>	currency sign <¤>	noun	[print] 
(allgemeines) Währungszeichen {n} <¤>	currency sign <¤>	noun	[print] 
(allgemeines) Zirkulationsmodell {n}	general circulation model	noun	[meteo.] 
(allmählich) ausgehen [Licht, Kerze usw.]	to gutter out [light, candle etc.]	verb	
(allmählich) dunkel werden [ausgeblendet werden]	to fade to black	verb	[electr.] [film] 
(allmählich) in Vergessenheit geraten	to slide into obscurity [idiom]	verb	
(allmählich) schneller werdend	accelerando <accel.>	adj adv	[mus.] 
(allmählich) schneller werden	to pick up speed	verb	
(allmähliche) Tilgung {f}	amortisation [Br.]	noun	
(allmähliche) Tilgung {f}	amortization	noun	
(allzu) vertrauensselig	dupable	adj	
(Aloeblättrige) Krebsschere {f}	soldierplant [Stratiotes aloides, syn.: S. aculeatus, S. aquatica, S. generalis, Aloe palustris, Militaris aizoides, Sedum aquatile]	noun	[bot.] 
(Aloeblättrige) Krebsschere {f}	water-aloe / water aloe [Stratiotes aloides, syn.: S. aculeatus, S. aquatica, S. generalis, Aloe palustris, Militaris aizoides, Sedum aquatile]	noun	[bot.] 
(Aloeblättrige) Krebsschere {f}	water-pineapple / water pineapple [Stratiotes aloides, syn.: S. aculeatus, S. aquatica, S. generalis, Aloe palustris, Militaris aizoides, Sedum aquatile]	noun	[bot.] 
(Aloeblättrige) Krebsschere {f}	water-soldier / water soldier [Stratiotes aloides, syn.: S. aculeatus, S. aquatica, S. generalis, Aloe palustris, Militaris aizoides, Sedum aquatile]	noun	[bot.] 
(Aloeblättrige) Krebsschere {f}	water-soldiers / water soldiers [Stratiotes aloides, syn.: S. aculeatus, S. aquatica, S. generalis, Aloe palustris, Militaris aizoides, Sedum aquatile]	noun	[bot.] 
(Aloeblättrige) Wassersäge {f}	water-soldier [Stratiotes aloides]	noun	[bot.] 
(Al Pacino's) Looking for Richard	Looking for Richard [Al Pacino]		[F] [film] 
(alphabetisches) Stichwortverzeichnis {n}	alphabetical index	noun	
(als) gefährlich eingestuft	designated hazardous	adj	[chem.] 
(als) vermisst gemeldet	reported (as) missing [postpos.]	adj	
(als) vorletzter	next to last		
(als Beweis) herhalten	to serve (as proof)	verb	
(als etw.) amtieren [vorübergehend]	to act (as sth.)	verb	
(als etw.) verschrieen [alt] [auch: verschrien] [verrufen]	notorious (for being sth.)	adj	
(als Kapitalgesellschaft) eingetragenes Unternehmen {n}	incorporated company	noun	[law] 
(alte) Besserwisser {pl}	Monday-morning quarterbacks [Am.] [coll.]	noun	
(alte) Klapperkiste {f}	(old) klunker [Am.] [also: clunker] [worn-out car]	noun	[automot.] 
(alte) Kruschtel {f} [schwäb.] [ugs.] [auch: Krustel, Kruschtl] [leicht pej.]	old crone	noun	
(alte) Schabracke {f} [pej.] [ugs.]	(old) unattractive woman	noun	
(alte) Schrapnelle {f} [ugs.] [pej.] [regional] [Schrapnell]	old boot [Br.] [coll.] [pej.] [dated] [unattractive, aging woman]	noun	
(alte) Schreckschraube {f} [ugs.] [pej.]	old boot [Br.] [coll.] [pej.] [dated] [unattractive, aging woman]	noun	
(alte) Schrulle {f} [pej.] [ugs. für: ältere eigensinnige Frau]	old hag [fig.]	noun	
(alter) Besserwisser {m}	Monday-morning quarterback [Am.] [coll.]	noun	
(alter) Gaul {m}	jade [archaic]	noun	[equest.] 
(alter) Kerl {m}	gadge [Scot. and N.E. England] [sl.] [also gadgie]	noun	
(alter) Krauterer {m} [ugs.] [österr.] [auch: Krautrer]	(old) codger [coll.]	noun	
(alter) Schild {m}	shield	noun	[geol.] 
(altes) Gerümpel {n} [pej.]	deadwood [fig.] [esp. Am.] [sth. that is no longer useful]	noun	
(altes) Wrack {n} [fig.] [Person]	crock [coll.]	noun	
(altsteinzeitliches) Schabwerkzeug {n}	scraper	noun	[archaeo.] 
(Altweltliche) Stachelschweine {pl}	Old World porcupines [family Hystricidae]	noun	[zool.] 
(Altweltliche) Ährenfische {pl}	hardyheads [family Atherinidae]	noun	[fish] 
(Altweltliche) Ährenfische {pl}	sand smelts [family Atherinidae] [also: sandsmelts, sand-smelts]	noun	[fish] 
(altägyptische) Königselle {f}	(Egyptian) royal cubit	noun	[hist.] [unit] 
(altägyptische) Sandalen {pl}	tatbebs	noun	[cloth.] 
(am) Anfang der Woche	at the beginning of the week	adv	
(am) Anfang des Jahres	at the beginning of the year	adv	
(am) Anfang des Monats	at the beginning of the month	adv	
(am) Anfang dieses Jahrhunderts	at the beginning of this century	adv	
(am) Ende des Jahres	at the end of the year	adv	
(am) Ende des Monats	at the end of the month	adv	
(am) letzten Montag	last Monday	adv	
(am) vergangenen Montag	last Monday	adv	
(am / zu) Anfang des Winters	at the beginning of winter	adv	
(American) Football {m}	football [Am.]	noun	[sports] 
(Amerikanische) Bachburgel {f} [auch {m}: (Amerikanischer) Bachburgel]	water-purslane / waterpurslane / water purslane [Didiplis diandra, syn.: Peplis diandra]	noun	[bot.] 
(Amerikanische) Balsam-Weide / Balsamweide {f}	balsam willow [Salix pyrifolia]	noun	[bot.] 
(Amerikanische) Blindschlangen {pl}	(American) blind snakes [family Anomalepididae, syn.: Anomalepidae]	noun	[zool.] 
(Amerikanische) Dickkopfelritze {f}	fathead minnow [Pimephales promelas]	noun	[fish] 
(Amerikanische) Edeltanne / Edel-Tanne {f}	Christmastree / Christmas-tree [Abies procera, syn.: A. nobilis]	noun	[bot.] 
(Amerikanische) Edeltanne / Edel-Tanne {f}	red fir [Abies procera, syn.: A. nobilis]	noun	[bot.] 
(Amerikanische) Erdbeerblattlaus {f}	strawberry aphid [Chaetosiphon fragaefolii, syn.: Capitophorus fragaefolii, Myzus fragariae, Passerinia fragaefolii, Pentatrichopus fragaefolii]	noun	[entom.] 
(Amerikanische) Maiblume {f}	mayflower [Epigaea repens]	noun	[bot.] 
(Amerikanische) Maiblume {f}	trailing arbutus [Epigaea repens]	noun	[bot.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	(American) slipper limpet [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	arched slipper limpet [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	Atlantic slipper limpet [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	common American slipper limpet [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	common Atlantic slippersnail / slipper snail [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Pantoffelschnecke {f} [Meeresschneckenart]	oyster-pest [Crepidula fornicata, syn.: C. densata, C. maculata, C. mexicana, C. nautiloides, C. roseae, C. violacea, C. virginica, Crypta nautarum, Patella fornicata]	noun	[zool.] 
(Amerikanische) Roterle {f} [fachspr. auch: (Amerikanische) Rot-Erle]	red alder [Alnus rubra, syn.: Alnus oregana]	noun	[bot.] 
(Amerikanische) Rotulmenrinde {f}	red elm bark [Ulmus pubescens]	noun	[bot.] 
(Amerikanische) Schnappschildkröte {f}	snapper [coll.] [Chelydra serpentina]	noun	[zool.] 
(Amerikanische) Schneckennattern {pl}	snail-eaters [genus Dipsas]	noun	[zool.] 
(Amerikanische) Schneckennattern {pl}	thirst snakes [genus Dipsas]	noun	[zool.] 
(Amerikanische) Sumpfzypresse {f}	southern cypress [Taxodium ascendens, syn.: Taxodium distichum var. imbricarium]	noun	[bot.] 
(Amerikanische) Sumpfzypresse {f}	white-cypress / white cypress [Taxodium ascendens, syn.: Taxodium distichum var. imbricarium]	noun	[bot.] 
(Amerikanische) Sumpfzypresse {f}	yellow-cypress / yellow cypress [Taxodium ascendens, syn.: Taxodium distichum var. imbricarium]	noun	[bot.] 
(Amerikanische) Wassernattern {pl}	(American) water snakes [genus Nerodia]	noun	[zool.] 
(Amerikanische) Wassernattern {pl}	North American water snakes [genus Nerodia]	noun	[zool.] 
(Amerikanische) Wassernattern {pl}	water and salt marsh snakes [genus Nerodia]	noun	[zool.] 
(Amerikanischer) Baummörder {m} [Amerikanische Baumwürger]	American bittersweet [Celastrus scandens]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	(American) boxwood [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	(white) dogwood [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	common dogwood [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	eastern dogwood [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	eastern flowering dogwood [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Blumen-Hartriegel / Blumenhartriegel {m}	flowering cornel [Cornus florida, syn.: C. florida f. xanthocarpa, C. urbiniana, Benthamidia florida]	noun	[bot.] 
(Amerikanischer) Feigenkaktus {m}	wheel cactus [Opuntia robusta]	noun	[bot.] 
(Amerikanischer) Maiapfel {m}	mayapple [Podophyllum peltatum]	noun	[bot.] 
(Amerikanischer) Maifisch {m}	alewife [Alosa pseudoharengus]	noun	[fish] 
(Amerikanischer) Maifisch {m}	sawbelly [Alosa pseudoharengus]	noun	[fish] 
(amerikanischer) Seemann {m}	gob [coll.] [dated] [American sailor]	noun	[naut.] 
(Amerikanischer) Stinktierkohl {m}	western skunk cabbage [Lysichiton americanus]	noun	[bot.] 
(Amerikanischer) Tulpenbaum {m}	(canary) whitewood [Liriodendron tulipifera] [tuliptree / tulip tree]	noun	[bot.] 
(Amerikanischer) Tulpenbaum {m}	tulip magnolia [Liriodendron tulipifera]	noun	[bot.] 
(Amerikanischer) Tulpenbaum {m}	tuliptree / tulip tree [Liriodendron tulipifera]	noun	[bot.] 
(Amerikanischer) Waldfrosch {m}	wood frog [Lithobates sylvaticus, Rana sylvatica]	noun	[zool.] 
(Amerikanischer) Zwergwels {m}	(common) catfish [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[fish] 
(Amerikanischer) Zwergwels {m}	horned pout / hornpout [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[fish] 
(Amerikanischer) Zwergwels {m}	marbled bullhead [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[fish] 
(Amerikanischer) Zwergwels {m}	minister [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus] [brown bullhead]	noun	[fish] 
(Amerikanischer) Zwergwels {m}	mudcat [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[bot.] 
(Amerikanischer) Zwergwels {m}	northern brown bullhead [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[fish] 
(Amerikanischer) Zwergwels {m}	white catfish [Ameiurus nebulosus, syn.: A. vulgaris, Ictalurus nebulosus]	noun	[fish] 
(amerikanisches) Familienrecht {n}	Domestic Relations Law <DRL> [Am.]	noun	[law] 
(amtliche) Lebensmittelüberwachung {f}	(official) food control	noun	[FoodInd.] 
(an) Boden gewinnen	to win ground	verb	
(an)gemietete Räumlichkeiten {pl}	leased premises	noun	[RealEst.] 
(an) Glaubwürdigkeit verlieren	to lose credibility	verb	
(an) Kraft verlieren	to fade	verb	
(an / unter) Hunger leiden	to feel the pinch of hunger	verb	
(analytisch) geschlossen	closed-form	adj	[math.] 
(analytische) Exposition {f} [Erklärung]	(analytical) exposition	noun	[rhet.] 
(anatomische) Leitstruktur {f}	anatomic landmark	noun	[anat.] 
(an den Absätzen / Hacken) abgelaufen sein [Schuhe]	to be worn down at the heels [shoes]	verb	
(an den Polen) abgeplattet	oblate	adj	[math.] 
(andere) aktivierte Eigenleistungen {pl}	production overheads	noun	[acc.] 
(aneinander) angrenzende Schichten {pl}	adjacent layers	noun	
(an einen Ort) verschlagen werden	to end up (somewhere)	verb	
(an einer Aufgabe) dranbleiben [ugs.]	to stay on task	verb	
(anerkannter) Ausbildungsberuf {m}	recognized trade	noun	
(an etw.) Änderungen vornehmen [Anpassungen, Korrekturen]	to make adjustments (to sth.)	verb	[cloth.] 
(an etw. [Dat.]) erkranken	to fall ill (with sth.)	verb	[med.] 
(an etw. [Dat.]) erkranken	to fall sick (with sth.)	verb	[med.] 
(an etw. [Dat.]) festwachsen	to grow on (onto sth.)	verb	
(an etw. [Dat.]) herumbasteln [ugs.]	to mess about (with sth.) [coll.]	verb	
(an etw. [Dat.]) herumbasteln [ugs.]	to tinker about (with sth.)	verb	
(an etw. [Dat.]) herumpfuschen [ugs.] [pej.]	to tinker (with sth.) [incompetently, also fig.]	verb	
(an etw. [Dat.]) hängen bleiben	to get caught (on sth.) [to get stuck]	verb	
(an etw. [Dat.]) teilhaben	to have a share (in sth.)	verb	
(an etw. [Dat.]) tüfteln [ugs.]	to fiddle about (with sth.) [tinker]	verb	
(an etw. [Dat.]) tüfteln [ugs.]	to fiddle around (with sth.) [tinker]	verb	
(an etw. [Dat.]) vorbeifahren	to drive by (sth.)	verb	
(an etw. [Dat.]) vorbeipurzeln	to tumble by (sth.)	verb	
(anfallsartige) Hautrötung {f}	flush	noun	[med.] 
(angeblich) etw. getan haben sollen	to be said to have done sth.	verb	
(angeborene) Gewebs- und Organverlagerung {f}	ectopia	noun	[med.] 
(angeborene) Gewebs- und Organverlagerung {f}	eversion	noun	[med.] 
(angeborene) Herzfehlbildung {f}	(congenital) heart defect	noun	[med.] 
(angeborene) Klumpfinger {pl}	(congenital) clubfingers	noun	[med.] 
(angeborene) Klumpnägel {pl}	(congenital) clubnails	noun	[med.] 
(angeborene) Löffelhand {f} [ICD-10, Version 2016]	(congenital) spade-like hand [ICD-10, Version 2016]	noun	[med.] 
(angeborene) Zungenverwachsung {f}	ankyloglossia	noun	[med.] 
(angeborener) Zahnmangel {m}	(congenital) anodontia	noun	[dent.] 
(angeborenes) Fehlen {n} der Arme	abrachia	noun	[med.] 
(angeborenes) Fehlen {n} der Nase	arrhinia	noun	[med.] 
(angeborenes) Fehlen {n} der Ohrmuschel	anotia	noun	[med.] 
(angeborenes) Fehlen {n} von Kopf und Armen	acephalobrachia	noun	[med.] 
(angeborenes) Fehlen {n} von Kopf und Herz	acephalocardia	noun	[med.] 
(angeborenes) Fehlen {n} von Kopf und Wirbelsäule	acephalorrhachia	noun	[med.] 
(angeheuerte) Schläger {pl}	(hired) muscle {sg} [sl.]	noun	
(angenehmer) Zeitvertreib {m}	time killer	noun	
(angewandte) Genderforschung {f}	(applied) gender research	noun	[acad.] 
(an Gewicht) zulegen [ugs.]	to gain weight	verb	
(an Gewicht) zulegen [ugs.]	to put on weight	verb	
(anglikanischer) Pfarrer {m}	rector [Br.]	noun	[jobs] [relig.] 
(an jdm.) herumnörgeln [ugs.]	to nag (at sb.) [find fault constantly]	verb	
(an jdm.) Vergeltung üben	to retaliate (against sb.)	verb	
(an jdm.) vorübergehen [vorbeigehen]	to walk by (sb.) [pass (sb.)]	verb	
(an jdm./etw.) vorüberfließen [vorbeifließen]	to flow by (sb./sth.)	verb	
(anospinales) Defäkationszentrum {n}	anospinal center [Am.]	noun	[anat.] [med.] 
(anospinales) Defäkationszentrum {n}	anospinal centre [Br.]	noun	[anat.] [med.] 
(antike) Makedonen {pl}	ancient Macedonians	noun	[hist.] 
(anzweifelndes) Fragezeichen {n} [Buchdruck]	query	noun	[print] 
(Apostolischer) Datar {m}	(Apostolic) datary	noun	[jobs] [relig.] 
(Arabische) Gummi-Akazie / Gummiakazie {f}	babul acacia [Acacia nilotica, syn.: A. arabica, Mimosa arabica, M. nilotica]	noun	[bot.] 
(Arabische) Gummi-Akazie / Gummiakazie {f}	Egyptian mimosa [Acacia nilotica, syn.: A. arabica, Mimosa arabica, M. nilotica]	noun	[bot.] 
(Arabische) Gummi-Akazie / Gummiakazie {f}	Egyptian thorn [Acacia nilotica, syn.: A. arabica, Mimosa arabica, M. nilotica]	noun	[bot.] 
(archäologische) Ausgrabung {f}	(archaeological) excavation	noun	[archaeo.] 
(arme) Bauernschaft {f}	peasantry	noun	
(armer) Bauernjunge {m}	peasant boy	noun	
(armes) Bauernkind {n}	peasant child	noun	
(armes) Bauernmädchen {n}	peasant girl	noun	
(arterielle) Hypertonie {f}	high blood pressure	noun	[med.] 
(Asiatische) Dreieckschwimmnattern {pl}	Asiatic water snakes [genus Sinonatrix]	noun	[zool.] 
(Asiatische) Rote Honigbiene {f}	Koschevnikov's bee [Apis koschevnikovi]	noun	[entom.] 
(Asiatische) Steppenschildkröte {f}	Central Asian tortoise [Testudo horsfieldii, syn.: Agrionemys horsfieldii]	noun	[zool.] 
(Asiatische) Zwerghonigbiene {f}	(Asian) dwarf honeybee [Apis florea]	noun	[entom.] 
